geometry_wkt,density
"POLYGON ((-73.98323067815132 40.76778406681751, -73.98320321725745 40.7695855028142, -73.98557268888327 40.76960635711444, -73.98560008581097 40.7678049198007, -73.98323067815132 40.76778406681751))",8
"POLYGON ((-73.98320321725745 40.7695855028142, -73.98317575387897 40.771386938231444, -73.9855452894767 40.771407793848795, -73.98557268888327 40.76960635711444, -73.98320321725745 40.7695855028142))",10
"POLYGON ((-73.98317575387897 40.771386938231444, -73.98314828801557 40.77318837306923, -73.98551788759104 40.773209230003765, -73.9855452894767 40.771407793848795, -73.98317575387897 40.771386938231444))",7
"POLYGON ((-73.98314828801557 40.77318837306923, -73.98312081966704 40.774989807327536, -73.98549048322602 40.77501066557932, -73.98551788759104 40.773209230003765, -73.98314828801557 40.77318837306923))",7
"POLYGON ((-73.98312081966704 40.774989807327536, -73.98309334883308 40.77679124100638, -73.98546307638136 40.776812100575484, -73.98549048322602 40.77501066557932, -73.98312081966704 40.774989807327536))",9
"POLYGON ((-73.98309334883308 40.77679124100638, -73.98306587551347 40.77859267410574, -73.98543566705685 40.778613534992246, -73.98546307638136 40.776812100575484, -73.98309334883308 40.77679124100638))",6
"POLYGON ((-73.98306587551347 40.77859267410574, -73.98303839970797 40.78039410662559, -73.98540825525221 40.78041496882958, -73.98543566705685 40.778613534992246, -73.98306587551347 40.77859267410574))",7
"POLYGON ((-73.98303839970797 40.78039410662559, -73.98301092141627 40.782195538565965, -73.98538084096718 40.782216402087485, -73.98540825525221 40.78041496882958, -73.98303839970797 40.78039410662559))",7
"POLYGON ((-73.98301092141627 40.782195538565965, -73.98298344063817 40.78399696992684, -73.98535342420153 40.784017834765955, -73.98538084096718 40.782216402087485, -73.98301092141627 40.782195538565965))",5
"POLYGON ((-73.98298344063817 40.78399696992684, -73.98295595737336 40.785798400708195, -73.98532600495498 40.785819266865, -73.98535342420153 40.784017834765955, -73.98298344063817 40.78399696992684))",3
"POLYGON ((-73.98295595737336 40.785798400708195, -73.98292847162163 40.787599830910025, -73.98529858322728 40.787620698384586, -73.98532600495498 40.785819266865, -73.98295595737336 40.785798400708195))",1
"POLYGON ((-73.98292847162163 40.787599830910025, -73.9829009833827 40.78940126053236, -73.98527115901818 40.78942212932473, -73.98529858322728 40.787620698384586, -73.98292847162163 40.787599830910025))",0
"POLYGON ((-73.9829009833827 40.78940126053236, -73.98287349265634 40.791202689575144, -73.98524373232745 40.791223559685406, -73.98527115901818 40.78942212932473, -73.9829009833827 40.78940126053236))",0
"POLYGON ((-73.98287349265634 40.791202689575144, -73.98284599944228 40.79300411803839, -73.98521630315479 40.79302498946662, -73.98524373232745 40.791223559685406, -73.98287349265634 40.791202689575144))",0
"POLYGON ((-73.98284599944228 40.79300411803839, -73.98281850374025 40.79480554592212, -73.98518887149997 40.794826418668364, -73.98521630315479 40.79302498946662, -73.98284599944228 40.79300411803839))",0
"POLYGON ((-73.98281850374025 40.79480554592212, -73.98279100555001 40.79660697322627, -73.98516143736272 40.796627847290615, -73.98518887149997 40.794826418668364, -73.98281850374025 40.79480554592212))",0
"POLYGON ((-73.98279100555001 40.79660697322627, -73.98276350487131 40.798408399950866, -73.98513400074282 40.7984292753334, -73.98516143736272 40.796627847290615, -73.98279100555001 40.79660697322627))",0
"POLYGON ((-73.98276350487131 40.798408399950866, -73.98273600170388 40.80020982609591, -73.98510656163997 40.800230702796675, -73.98513400074282 40.7984292753334, -73.98276350487131 40.798408399950866))",0
"POLYGON ((-73.98273600170388 40.80020982609591, -73.98270849604748 40.802011251661376, -73.98507912005395 40.80203212968045, -73.98510656163997 40.800230702796675, -73.98273600170388 40.80020982609591))",0
"POLYGON ((-73.98270849604748 40.802011251661376, -73.98268098790183 40.803812676647276, -73.98505167598448 40.803833555984724, -73.98507912005395 40.80203212968045, -73.98270849604748 40.802011251661376))",0
"POLYGON ((-73.98268098790183 40.803812676647276, -73.9826534772667 40.80561410105358, -73.98502422943133 40.8056349817095, -73.98505167598448 40.803833555984724, -73.98268098790183 40.803812676647276))",0
"POLYGON ((-73.9826534772667 40.80561410105358, -73.98262596414182 40.8074155248803, -73.98499678039421 40.80743640685473, -73.98502422943133 40.8056349817095, -73.9826534772667 40.80561410105358))",0
"POLYGON ((-73.98262596414182 40.8074155248803, -73.98259844852693 40.80921694812742, -73.98496932887291 40.809237831420454, -73.98499678039421 40.80743640685473, -73.98262596414182 40.8074155248803))",0
"POLYGON ((-73.98259844852693 40.80921694812742, -73.9825709304218 40.81101837079493, -73.98494187486715 40.811039255406634, -73.98496932887291 40.809237831420454, -73.98259844852693 40.80921694812742))",0
"POLYGON ((-73.9825709304218 40.81101837079493, -73.98254340982615 40.81281979288284, -73.98491441837666 40.81284067881327, -73.98494187486715 40.811039255406634, -73.9825709304218 40.81101837079493))",0
"POLYGON ((-73.98254340982615 40.81281979288284, -73.98251588673972 40.81462121439113, -73.98488695940121 40.81464210164036, -73.98491441837666 40.81284067881327, -73.98254340982615 40.81281979288284))",0
"POLYGON ((-73.98251588673972 40.81462121439113, -73.98248836116228 40.81642263531978, -73.98485949794053 40.81644352388789, -73.98488695940121 40.81464210164036, -73.98251588673972 40.81462121439113))",0
"POLYGON ((-73.98248836116228 40.81642263531978, -73.98246083309355 40.818224055668814, -73.98483203399438 40.81824494555587, -73.98485949794053 40.81644352388789, -73.98248836116228 40.81642263531978))",0
"POLYGON ((-73.98246083309355 40.818224055668814, -73.98243330253328 40.820025475438214, -73.98480456756248 40.820046366644284, -73.98483203399438 40.81824494555587, -73.98246083309355 40.818224055668814))",0
"POLYGON ((-73.98243330253328 40.820025475438214, -73.98240576948123 40.82182689462796, -73.9847770986446 40.82184778715311, -73.98480456756248 40.820046366644284, -73.98243330253328 40.820025475438214))",0
"POLYGON ((-73.98240576948123 40.82182689462796, -73.98237823393713 40.82362831323805, -73.98474962724048 40.823649207082376, -73.9847770986446 40.82184778715311, -73.98240576948123 40.82182689462796))",0
"POLYGON ((-73.98237823393713 40.82362831323805, -73.98235069590072 40.82542973126849, -73.98472215334985 40.825450626432044, -73.98474962724048 40.823649207082376, -73.98237823393713 40.82362831323805))",0
"POLYGON ((-73.98235069590072 40.82542973126849, -73.98232315537176 40.827231148719264, -73.98469467697245 40.8272520452021, -73.98472215334985 40.825450626432044, -73.98235069590072 40.82542973126849))",0
"POLYGON ((-73.98232315537176 40.827231148719264, -73.98229561234996 40.82903256559037, -73.98466719810806 40.829053463392576, -73.98469467697245 40.8272520452021, -73.98232315537176 40.827231148719264))",0
"POLYGON ((-73.98229561234996 40.82903256559037, -73.9822680668351 40.83083398188178, -73.98463971675638 40.830854881003425, -73.98466719810806 40.829053463392576, -73.98229561234996 40.82903256559037))",0
"POLYGON ((-73.9822680668351 40.83083398188178, -73.98224051882691 40.83263539759352, -73.98461223291719 40.832656298034685, -73.98463971675638 40.830854881003425, -73.9822680668351 40.83083398188178))",0
"POLYGON ((-73.98224051882691 40.83263539759352, -73.98221296832513 40.83443681272556, -73.98458474659022 40.8344577144863, -73.98461223291719 40.832656298034685, -73.98224051882691 40.83263539759352))",0
"POLYGON ((-73.98221296832513 40.83443681272556, -73.98218541532951 40.83623822727791, -73.98455725777521 40.8362591303583, -73.98458474659022 40.8344577144863, -73.98221296832513 40.83443681272556))",0
"POLYGON ((-73.98218541532951 40.83623822727791, -73.98215785983979 40.83803964125055, -73.98452976647191 40.83806054565066, -73.98455725777521 40.8362591303583, -73.98218541532951 40.83623822727791))",0
"POLYGON ((-73.98215785983979 40.83803964125055, -73.9821303018557 40.839841054643465, -73.98450227268006 40.83986196036338, -73.98452976647191 40.83806054565066, -73.98215785983979 40.83803964125055))",0
"POLYGON ((-73.9821303018557 40.839841054643465, -73.98210274137702 40.84164246745668, -73.98447477639941 40.84166337449645, -73.98450227268006 40.83986196036338, -73.9821303018557 40.839841054643465))",0
"POLYGON ((-73.98210274137702 40.84164246745668, -73.98207517840348 40.843443879690156, -73.98444727762971 40.843464788049864, -73.98447477639941 40.84166337449645, -73.98210274137702 40.84164246745668))",0
"POLYGON ((-73.98207517840348 40.843443879690156, -73.9820476129348 40.84524529134391, -73.98441977637069 40.84526620102362, -73.98444727762971 40.843464788049864, -73.98207517840348 40.843443879690156))",0
"POLYGON ((-73.9820476129348 40.84524529134391, -73.98202004497074 40.8470467024179, -73.98439227262209 40.84706761341769, -73.98441977637069 40.84526620102362, -73.9820476129348 40.84524529134391))",0
"POLYGON ((-73.98202004497074 40.8470467024179, -73.98199247451105 40.848848112912165, -73.98436476638366 40.8488690252321, -73.98439227262209 40.84706761341769, -73.98202004497074 40.8470467024179))",0
"POLYGON ((-73.98199247451105 40.848848112912165, -73.98196490155544 40.85064952282668, -73.98433725765516 40.85067043646682, -73.98436476638366 40.8488690252321, -73.98199247451105 40.848848112912165))",0
"POLYGON ((-73.98196490155544 40.85064952282668, -73.98193732610372 40.852450932161425, -73.98430974643632 40.852471847121855, -73.98433725765516 40.85067043646682, -73.98196490155544 40.85064952282668))",0
"POLYGON ((-73.98193732610372 40.852450932161425, -73.98190974815556 40.85425234091641, -73.98428223272688 40.8542732571972, -73.98430974643632 40.852471847121855, -73.98193732610372 40.852450932161425))",0
"POLYGON ((-73.98190974815556 40.85425234091641, -73.98188216771075 40.856053749091615, -73.98425471652659 40.856074666692834, -73.98428223272688 40.8542732571972, -73.98190974815556 40.85425234091641))",0
"POLYGON ((-73.98188216771075 40.856053749091615, -73.98185458476901 40.857855156687044, -73.98422719783521 40.857876075608765, -73.98425471652659 40.856074666692834, -73.98188216771075 40.856053749091615))",0
"POLYGON ((-73.98185458476901 40.857855156687044, -73.9818269993301 40.85965656370269, -73.98419967665245 40.85967748394498, -73.98422719783521 40.857876075608765, -73.98185458476901 40.857855156687044))",0
"POLYGON ((-73.9818269993301 40.85965656370269, -73.98179941139377 40.86145797013854, -73.98417215297808 40.861478891701466, -73.98419967665245 40.85967748394498, -73.9818269993301 40.85965656370269))",0
"POLYGON ((-73.98179941139377 40.86145797013854, -73.98177182095972 40.86325937599459, -73.98414462681183 40.863280298878216, -73.98417215297808 40.861478891701466, -73.98179941139377 40.86145797013854))",0
"POLYGON ((-73.98177182095972 40.86325937599459, -73.98174422802774 40.86506078127082, -73.98411709815345 40.86508170547525, -73.98414462681183 40.863280298878216, -73.98177182095972 40.86325937599459))",0
"POLYGON ((-73.98174422802774 40.86506078127082, -73.98171663259754 40.86686218596725, -73.98408956700267 40.86688311149253, -73.98411709815345 40.86508170547525, -73.98174422802774 40.86506078127082))",0
"POLYGON ((-73.98171663259754 40.86686218596725, -73.98168903466889 40.86866359008386, -73.98406203335925 40.86868451693005, -73.98408956700267 40.86688311149253, -73.98171663259754 40.86686218596725))",0
"POLYGON ((-73.98168903466889 40.86866359008386, -73.98166143424152 40.870464993620644, -73.98403449722294 40.870485921787825, -73.98406203335925 40.86868451693005, -73.98168903466889 40.86866359008386))",0
"POLYGON ((-73.98166143424152 40.870464993620644, -73.98163383131516 40.87226639657759, -73.98400695859345 40.87228732606584, -73.98403449722294 40.870485921787825, -73.98166143424152 40.870464993620644))",0
"POLYGON ((-73.98163383131516 40.87226639657759, -73.98160622588958 40.8740677989547, -73.98397941747056 40.874088729764075, -73.98400695859345 40.87228732606584, -73.98163383131516 40.87226639657759))",0
"POLYGON ((-73.98160622588958 40.8740677989547, -73.9815786179645 40.87586920075195, -73.98395187385401 40.87589013288255, -73.98397941747056 40.874088729764075, -73.98160622588958 40.8740677989547))",0
"POLYGON ((-73.9815786179645 40.87586920075195, -73.9815510075397 40.877670601969356, -73.98392432774351 40.87769153542122, -73.98395187385401 40.87589013288255, -73.9815786179645 40.87586920075195))",0
"POLYGON ((-73.9815510075397 40.877670601969356, -73.98152339461485 40.879472002606896, -73.98389677913885 40.879492937380114, -73.98392432774351 40.87769153542122, -73.9815510075397 40.877670601969356))",0
"POLYGON ((-73.98152339461485 40.879472002606896, -73.98149577918977 40.88127340266457, -73.98386922803972 40.88129433875922, -73.98389677913885 40.879492937380114, -73.98152339461485 40.879472002606896))",0
"POLYGON ((-73.98113638465645 40.74974878655902, -73.98110888468689 40.75155022703048, -73.98347771442931 40.75157111677293, -73.98350515049077 40.74976967498206, -73.98113638465645 40.74974878655902))",0
"POLYGON ((-73.98110888468689 40.75155022703048, -73.98108138222946 40.75335166692246, -73.98345027588573 40.7533725579844, -73.98347771442931 40.75157111677293, -73.98110888468689 40.75155022703048))",0
"POLYGON ((-73.98108138222946 40.75335166692246, -73.98105387728391 40.75515310623499, -73.98342283485982 40.755173998616485, -73.98345027588573 40.7533725579844, -73.98108138222946 40.75335166692246))",0
"POLYGON ((-73.98105387728391 40.75515310623499, -73.98102636984997 40.75695454496807, -73.98339539135131 40.75697543866918, -73.98342283485982 40.755173998616485, -73.98105387728391 40.75515310623499))",0
"POLYGON ((-73.98102636984997 40.75695454496807, -73.9809988599274 40.758755983121645, -73.98336794535993 40.75877687814245, -73.98339539135131 40.75697543866918, -73.98102636984997 40.75695454496807))",3
"POLYGON ((-73.9809988599274 40.758755983121645, -73.98097134751595 40.76055742069575, -73.98334049688545 40.76057831703631, -73.98336794535993 40.75877687814245, -73.9809988599274 40.758755983121645))",6
"POLYGON ((-73.98097134751595 40.76055742069575, -73.98094383261532 40.76235885769036, -73.9833130459276 40.76237975535078, -73.98334049688545 40.76057831703631, -73.98097134751595 40.76055742069575))",6
"POLYGON ((-73.98094383261532 40.76235885769036, -73.98091631522531 40.76416029410548, -73.98328559248614 40.7641811930858, -73.9833130459276 40.76237975535078, -73.98094383261532 40.76235885769036))",9
"POLYGON ((-73.98091631522531 40.76416029410548, -73.98088879534563 40.76596172994108, -73.98325813656079 40.76598263024137, -73.98328559248614 40.7641811930858, -73.98091631522531 40.76416029410548))",7
"POLYGON ((-73.98088879534563 40.76596172994108, -73.98086127297606 40.76776316519718, -73.98323067815132 40.76778406681751, -73.98325813656079 40.76598263024137, -73.98088879534563 40.76596172994108))",10
"POLYGON ((-73.98086127297606 40.76776316519718, -73.9808337481163 40.76956459987375, -73.98320321725745 40.7695855028142, -73.98323067815132 40.76778406681751, -73.98086127297606 40.76776316519718))",4
"POLYGON ((-73.9808337481163 40.76956459987375, -73.98080622076611 40.77136603397081, -73.98317575387897 40.771386938231444, -73.98320321725745 40.7695855028142, -73.9808337481163 40.76956459987375))",8
"POLYGON ((-73.98080622076611 40.77136603397081, -73.98077869092525 40.773167467488335, -73.98314828801557 40.77318837306923, -73.98317575387897 40.771386938231444, -73.98080622076611 40.77136603397081))",5
"POLYGON ((-73.98077869092525 40.773167467488335, -73.98075115859345 40.774968900426316, -73.98312081966704 40.774989807327536, -73.98314828801557 40.77318837306923, -73.98077869092525 40.773167467488335))",9
"POLYGON ((-73.98075115859345 40.774968900426316, -73.98072362377046 40.77677033278476, -73.98309334883308 40.77679124100638, -73.98312081966704 40.774989807327536, -73.98075115859345 40.774968900426316))",7
"POLYGON ((-73.98072362377046 40.77677033278476, -73.98069608645602 40.778571764563644, -73.98306587551347 40.77859267410574, -73.98309334883308 40.77679124100638, -73.98072362377046 40.77677033278476))",10
"POLYGON ((-73.98069608645602 40.778571764563644, -73.98066854664988 40.78037319576296, -73.98303839970797 40.78039410662559, -73.98306587551347 40.77859267410574, -73.98069608645602 40.778571764563644))",8
"POLYGON ((-73.98066854664988 40.78037319576296, -73.98064100435178 40.78217462638272, -73.98301092141627 40.782195538565965, -73.98303839970797 40.78039410662559, -73.98066854664988 40.78037319576296))",9
"POLYGON ((-73.98064100435178 40.78217462638272, -73.98061345956147 40.78397605642291, -73.98298344063817 40.78399696992684, -73.98301092141627 40.782195538565965, -73.98064100435178 40.78217462638272))",10
"POLYGON ((-73.98061345956147 40.78397605642291, -73.98058591227868 40.78577748588352, -73.98295595737336 40.785798400708195, -73.98298344063817 40.78399696992684, -73.98061345956147 40.78397605642291))",8
"POLYGON ((-73.98058591227868 40.78577748588352, -73.98055836250317 40.78757891476454, -73.98292847162163 40.787599830910025, -73.98295595737336 40.785798400708195, -73.98058591227868 40.78577748588352))",7
"POLYGON ((-73.98055836250317 40.78757891476454, -73.98053081023468 40.78938034306597, -73.9829009833827 40.78940126053236, -73.98292847162163 40.787599830910025, -73.98055836250317 40.78757891476454))",3
"POLYGON ((-73.98053081023468 40.78938034306597, -73.98050325547295 40.7911817707878, -73.98287349265634 40.791202689575144, -73.9829009833827 40.78940126053236, -73.98053081023468 40.78938034306597))",1
"POLYGON ((-73.98050325547295 40.7911817707878, -73.98047569821773 40.79298319793001, -73.98284599944228 40.79300411803839, -73.98287349265634 40.791202689575144, -73.98050325547295 40.7911817707878))",0
"POLYGON ((-73.98047569821773 40.79298319793001, -73.98044813846874 40.79478462449262, -73.98281850374025 40.79480554592212, -73.98284599944228 40.79300411803839, -73.98047569821773 40.79298319793001))",0
"POLYGON ((-73.98044813846874 40.79478462449262, -73.98042057622577 40.79658605047561, -73.98279100555001 40.79660697322627, -73.98281850374025 40.79480554592212, -73.98044813846874 40.79478462449262))",0
"POLYGON ((-73.98042057622577 40.79658605047561, -73.98039301148853 40.798387475878975, -73.98276350487131 40.798408399950866, -73.98279100555001 40.79660697322627, -73.98042057622577 40.79658605047561))",0
"POLYGON ((-73.98039301148853 40.798387475878975, -73.98036544425678 40.80018890070269, -73.98273600170388 40.80020982609591, -73.98276350487131 40.798408399950866, -73.98039301148853 40.798387475878975))",0
"POLYGON ((-73.98036544425678 40.80018890070269, -73.98033787453022 40.80199032494678, -73.98270849604748 40.802011251661376, -73.98273600170388 40.80020982609591, -73.98036544425678 40.80018890070269))",0
"POLYGON ((-73.98033787453022 40.80199032494678, -73.98031030230867 40.80379174861121, -73.98268098790183 40.803812676647276, -73.98270849604748 40.802011251661376, -73.98033787453022 40.80199032494678))",0
"POLYGON ((-73.98031030230867 40.80379174861121, -73.98028272759181 40.805593171695996, -73.9826534772667 40.80561410105358, -73.98268098790183 40.803812676647276, -73.98031030230867 40.80379174861121))",0
"POLYGON ((-73.98028272759181 40.805593171695996, -73.98025515037942 40.80739459420112, -73.98262596414182 40.8074155248803, -73.9826534772667 40.80561410105358, -73.98028272759181 40.805593171695996))",0
"POLYGON ((-73.98025515037942 40.80739459420112, -73.98022757067123 40.809196016126556, -73.98259844852693 40.80921694812742, -73.98262596414182 40.8074155248803, -73.98025515037942 40.80739459420112))",0
"POLYGON ((-73.98022757067123 40.809196016126556, -73.98019998846696 40.81099743747235, -73.9825709304218 40.81101837079493, -73.98259844852693 40.80921694812742, -73.98022757067123 40.809196016126556))",0
"POLYGON ((-73.98019998846696 40.81099743747235, -73.9801724037664 40.812798858238445, -73.98254340982615 40.81281979288284, -73.9825709304218 40.81101837079493, -73.98019998846696 40.81099743747235))",0
"POLYGON ((-73.9801724037664 40.812798858238445, -73.98014481656928 40.81460027842485, -73.98251588673972 40.81462121439113, -73.98254340982615 40.81281979288284, -73.9801724037664 40.812798858238445))",0
"POLYGON ((-73.98014481656928 40.81460027842485, -73.98011722687531 40.81640169803155, -73.98248836116228 40.81642263531978, -73.98251588673972 40.81462121439113, -73.98014481656928 40.81460027842485))",0
"POLYGON ((-73.98011722687531 40.81640169803155, -73.98008963468426 40.818203117058566, -73.98246083309355 40.818224055668814, -73.98248836116228 40.81642263531978, -73.98011722687531 40.81640169803155))",0
"POLYGON ((-73.98008963468426 40.818203117058566, -73.98006203999589 40.82000453550586, -73.98243330253328 40.820025475438214, -73.98246083309355 40.818224055668814, -73.98008963468426 40.818203117058566))",0
"POLYGON ((-73.98006203999589 40.82000453550586, -73.98003444280991 40.821805953373456, -73.98240576948123 40.82182689462796, -73.98243330253328 40.820025475438214, -73.98006203999589 40.82000453550586))",0
"POLYGON ((-73.98003444280991 40.821805953373456, -73.98000684312609 40.823607370661314, -73.98237823393713 40.82362831323805, -73.98240576948123 40.82182689462796, -73.98003444280991 40.821805953373456))",0
"POLYGON ((-73.98000684312609 40.823607370661314, -73.97997924094415 40.82540878736945, -73.98235069590072 40.82542973126849, -73.98237823393713 40.82362831323805, -73.98000684312609 40.823607370661314))",0
"POLYGON ((-73.97997924094415 40.82540878736945, -73.97995163626386 40.82721020349785, -73.98232315537176 40.827231148719264, -73.98235069590072 40.82542973126849, -73.97997924094415 40.82540878736945))",0
"POLYGON ((-73.97995163626386 40.82721020349785, -73.97992402908494 40.829011619046504, -73.98229561234996 40.82903256559037, -73.98232315537176 40.827231148719264, -73.97995163626386 40.82721020349785))",0
"POLYGON ((-73.97992402908494 40.829011619046504, -73.97989641940714 40.83081303401541, -73.9822680668351 40.83083398188178, -73.98229561234996 40.82903256559037, -73.97992402908494 40.829011619046504))",0
"POLYGON ((-73.97989641940714 40.83081303401541, -73.9798688072302 40.832614448404556, -73.98224051882691 40.83263539759352, -73.9822680668351 40.83083398188178, -73.97989641940714 40.83081303401541))",0
"POLYGON ((-73.9798688072302 40.832614448404556, -73.97984119255388 40.83441586221394, -73.98221296832513 40.83443681272556, -73.98224051882691 40.83263539759352, -73.9798688072302 40.832614448404556))",0
"POLYGON ((-73.97984119255388 40.83441586221394, -73.9798135753779 40.83621727544355, -73.98218541532951 40.83623822727791, -73.98221296832513 40.83443681272556, -73.97984119255388 40.83441586221394))",0
"POLYGON ((-73.9798135753779 40.83621727544355, -73.97978595570203 40.83801868809339, -73.98215785983979 40.83803964125055, -73.98218541532951 40.83623822727791, -73.9798135753779 40.83621727544355))",0
"POLYGON ((-73.97978595570203 40.83801868809339, -73.97975833352598 40.839820100163436, -73.9821303018557 40.839841054643465, -73.98215785983979 40.83803964125055, -73.97978595570203 40.83801868809339))",0
"POLYGON ((-73.97975833352598 40.839820100163436, -73.97973070884952 40.841621511653706, -73.98210274137702 40.84164246745668, -73.9821303018557 40.839841054643465, -73.97975833352598 40.839820100163436))",0
"POLYGON ((-73.97973070884952 40.841621511653706, -73.97970308167237 40.84342292256419, -73.98207517840348 40.843443879690156, -73.98210274137702 40.84164246745668, -73.97973070884952 40.841621511653706))",0
"POLYGON ((-73.97970308167237 40.84342292256419, -73.9796754519943 40.845224332894844, -73.9820476129348 40.84524529134391, -73.98207517840348 40.843443879690156, -73.97970308167237 40.84342292256419))",0
"POLYGON ((-73.9796754519943 40.845224332894844, -73.97964781981503 40.84702574264569, -73.98202004497074 40.8470467024179, -73.9820476129348 40.84524529134391, -73.9796754519943 40.845224332894844))",0
"POLYGON ((-73.97964781981503 40.84702574264569, -73.97962018513431 40.848827151816735, -73.98199247451105 40.848848112912165, -73.98202004497074 40.8470467024179, -73.97964781981503 40.84702574264569))",0
"POLYGON ((-73.97962018513431 40.848827151816735, -73.97959254795188 40.85062856040795, -73.98196490155544 40.85064952282668, -73.98199247451105 40.848848112912165, -73.97962018513431 40.848827151816735))",0
"POLYGON ((-73.97959254795188 40.85062856040795, -73.9795649082675 40.852429968419315, -73.98193732610372 40.852450932161425, -73.98196490155544 40.85064952282668, -73.97959254795188 40.85062856040795))",0
"POLYGON ((-73.9795649082675 40.852429968419315, -73.9795372660809 40.85423137585088, -73.98190974815556 40.85425234091641, -73.98193732610372 40.852450932161425, -73.9795649082675 40.852429968419315))",0
"POLYGON ((-73.9795372660809 40.85423137585088, -73.97950962139183 40.85603278270258, -73.98188216771075 40.856053749091615, -73.98190974815556 40.85425234091641, -73.9795372660809 40.85423137585088))",0
"POLYGON ((-73.97950962139183 40.85603278270258, -73.9794819742 40.85783418897443, -73.98185458476901 40.857855156687044, -73.98188216771075 40.856053749091615, -73.97950962139183 40.85603278270258))",0
"POLYGON ((-73.9794819742 40.85783418897443, -73.9794543245052 40.85963559466643, -73.9818269993301 40.85965656370269, -73.98185458476901 40.857855156687044, -73.9794819742 40.85783418897443))",0
"POLYGON ((-73.9794543245052 40.85963559466643, -73.97942667230714 40.861436999778554, -73.98179941139377 40.86145797013854, -73.9818269993301 40.85965656370269, -73.9794543245052 40.85963559466643))",0
"POLYGON ((-73.97942667230714 40.861436999778554, -73.97939901760556 40.863238404310806, -73.98177182095972 40.86325937599459, -73.98179941139377 40.86145797013854, -73.97942667230714 40.861436999778554))",0
"POLYGON ((-73.97939901760556 40.863238404310806, -73.97937136040022 40.86503980826319, -73.98174422802774 40.86506078127082, -73.98177182095972 40.86325937599459, -73.97939901760556 40.863238404310806))",0
"POLYGON ((-73.97937136040022 40.86503980826319, -73.97934370069088 40.86684121163568, -73.98171663259754 40.86686218596725, -73.98174422802774 40.86506078127082, -73.97937136040022 40.86503980826319))",0
"POLYGON ((-73.97934370069088 40.86684121163568, -73.97931603847724 40.86864261442829, -73.98168903466889 40.86866359008386, -73.98171663259754 40.86686218596725, -73.97934370069088 40.86684121163568))",0
"POLYGON ((-73.97931603847724 40.86864261442829, -73.97928837375906 40.870444016640995, -73.98166143424152 40.870464993620644, -73.98168903466889 40.86866359008386, -73.97931603847724 40.86864261442829))",0
"POLYGON ((-73.97928837375906 40.870444016640995, -73.97926070653611 40.87224541827379, -73.98163383131516 40.87226639657759, -73.98166143424152 40.870464993620644, -73.97928837375906 40.870444016640995))",0
"POLYGON ((-73.97926070653611 40.87224541827379, -73.97923303680808 40.87404681932668, -73.98160622588958 40.8740677989547, -73.98163383131516 40.87226639657759, -73.97926070653611 40.87224541827379))",0
"POLYGON ((-73.97923303680808 40.87404681932668, -73.97920536457475 40.875848219799664, -73.9815786179645 40.87586920075195, -73.98160622588958 40.8740677989547, -73.97923303680808 40.87404681932668))",0
"POLYGON ((-73.97920536457475 40.875848219799664, -73.97917768983585 40.8776496196927, -73.9815510075397 40.877670601969356, -73.9815786179645 40.87586920075195, -73.97920536457475 40.875848219799664))",0
"POLYGON ((-73.97917768983585 40.8776496196927, -73.97915001259113 40.87945101900581, -73.98152339461485 40.879472002606896, -73.9815510075397 40.877670601969356, -73.97917768983585 40.8776496196927))",0
"POLYGON ((-73.97915001259113 40.87945101900581, -73.97912233284032 40.88125241773899, -73.98149577918977 40.88127340266457, -73.98152339461485 40.879472002606896, -73.97915001259113 40.87945101900581))",0
"POLYGON ((-73.97876762130973 40.74972784952968, -73.97874005743235 40.75152928867866, -73.98110888468689 40.75155022703048, -73.98113638465645 40.74974878655902, -73.97876762130973 40.74972784952968))",0
"POLYGON ((-73.97874005743235 40.75152928867866, -73.97871249106132 40.75333072724809, -73.98108138222946 40.75335166692246, -73.98110888468689 40.75155022703048, -73.97874005743235 40.75152928867866))",0
"POLYGON ((-73.97871249106132 40.75333072724809, -73.9786849221964 40.755132165238, -73.98105387728391 40.75515310623499, -73.98108138222946 40.75335166692246, -73.97871249106132 40.75333072724809))",0
"POLYGON ((-73.9786849221964 40.755132165238, -73.9786573508373 40.75693360264838, -73.98102636984997 40.75695454496807, -73.98105387728391 40.75515310623499, -73.9786849221964 40.755132165238))",0
"POLYGON ((-73.9786573508373 40.75693360264838, -73.97862977698378 40.7587350394792, -73.9809988599274 40.758755983121645, -73.98102636984997 40.75695454496807, -73.9786573508373 40.75693360264838))",4
"POLYGON ((-73.97862977698378 40.7587350394792, -73.97860220063558 40.760536475730454, -73.98097134751595 40.76055742069575, -73.9809988599274 40.758755983121645, -73.97862977698378 40.7587350394792))",5
"POLYGON ((-73.97860220063558 40.760536475730454, -73.97857462179246 40.76233791140216, -73.98094383261532 40.76235885769036, -73.98097134751595 40.76055742069575, -73.97860220063558 40.760536475730454))",7
"POLYGON ((-73.97857462179246 40.76233791140216, -73.97854704045415 40.764139346494304, -73.98091631522531 40.76416029410548, -73.98094383261532 40.76235885769036, -73.97857462179246 40.76233791140216))",4
"POLYGON ((-73.97854704045415 40.764139346494304, -73.9785194566204 40.76594078100687, -73.98088879534563 40.76596172994108, -73.98091631522531 40.76416029410548, -73.97854704045415 40.764139346494304))",7
