Polygon Number,Longitude,Latitude
3145,-73.903811,40.838117
3145,-73.903887,40.837958
3145,-73.90437,40.838089
3145,-73.904309,40.838219
3145,-73.904135,40.838172
3145,-73.904114,40.838217
3145,-73.903946,40.838171
3146,-73.885434,40.841169
3146,-73.885374,40.841411
3146,-73.885307,40.841505
3146,-73.885356,40.841525
3146,-73.885341,40.841583
3146,-73.884713,40.841324
3146,-73.884723,40.841281
3146,-73.884829,40.841134
3146,-73.88483,40.841129
3146,-73.884869,40.841076
3146,-73.884905,40.841081
3146,-73.884995,40.841118
3146,-73.885016,40.841121
3146,-73.885095,40.841012
3146,-73.885118,40.841015
3146,-73.885187,40.841043
3146,-73.885179,40.841077
3146,-73.885312,40.841132
3146,-73.88536,40.841138
3146,-73.885434,40.841169
3147,-73.893535,40.844106
3147,-73.893589,40.844057
3147,-73.893732,40.844148
3147,-73.893678,40.844197
3147,-73.893535,40.844106
3148,-73.881215,40.830697
3148,-73.881191,40.830584
3148,-73.881417,40.830557
3148,-73.881441,40.83067
3148,-73.881215,40.830697
3149,-73.876003,40.831778
3149,-73.87604,40.832
3149,-73.875883,40.832015
3149,-73.875846,40.831793
3149,-73.876003,40.831778
3150,-73.881515,40.832312
3150,-73.881609,40.832352
3150,-73.881565,40.832411
3150,-73.881212,40.832258
3150,-73.881289,40.832157
3150,-73.881547,40.832269
3150,-73.881515,40.832312
3151,-73.87584,40.832493
3151,-73.875817,40.832376
3151,-73.876095,40.832344
3151,-73.876119,40.832462
3151,-73.87584,40.832493
3152,-73.876267,40.833311
3152,-73.876091,40.833332
3152,-73.876073,40.833244
3152,-73.876248,40.833223
3152,-73.876267,40.833311
3153,-73.879727,40.834139
3153,-73.879799,40.834041
3153,-73.880058,40.834148
3153,-73.879986,40.834247
3153,-73.879727,40.834139
3154,-73.871942,40.834113
3154,-73.872478,40.834054
3154,-73.872508,40.834211
3154,-73.871972,40.83427
3154,-73.871942,40.834113
3155,-73.877304,40.835534
3155,-73.877289,40.835413
3155,-73.877396,40.835405
3155,-73.87738,40.835281
3155,-73.877507,40.835272
3155,-73.877517,40.835356
3155,-73.877657,40.835347
3155,-73.877668,40.835439
3155,-73.877495,40.835451
3155,-73.87751,40.835572
3155,-73.87739,40.83558
3155,-73.877407,40.835715
3155,-73.87729,40.835723
3155,-73.877279,40.835633
3155,-73.877143,40.835642
3155,-73.877131,40.835546
3155,-73.877304,40.835534
3156,-73.914934,40.823898
3156,-73.914904,40.823956
3156,-73.914867,40.823945
3156,-73.914819,40.824037
3156,-73.914852,40.824047
3156,-73.914814,40.82412
3156,-73.914646,40.824069
3156,-73.914678,40.824008
3156,-73.914503,40.823956
3156,-73.914588,40.823794
3156,-73.914934,40.823898
3157,-73.909032,40.828556
3157,-73.909079,40.828473
3157,-73.909193,40.82851
3157,-73.909145,40.828593
3157,-73.909032,40.828556
3158,-73.914132,40.829964
3158,-73.914188,40.829845
3158,-73.914743,40.829995
3158,-73.914799,40.829875
3158,-73.914723,40.829854
3158,-73.914865,40.829553
3158,-73.915071,40.829609
3158,-73.914817,40.830149
3158,-73.914132,40.829964
3159,-73.9124,40.814792
3159,-73.912203,40.815201
3159,-73.912132,40.815181
3159,-73.912123,40.815201
3159,-73.911649,40.81507
3159,-73.911673,40.815022
3159,-73.911638,40.815012
3159,-73.911857,40.814559
3159,-73.911978,40.814593
3159,-73.912038,40.814469
3159,-73.911789,40.8144
3159,-73.91183,40.814316
3159,-73.911804,40.814309
3159,-73.911835,40.814244
3159,-73.911871,40.814253
3159,-73.911884,40.814226
3159,-73.912488,40.814393
3159,-73.912441,40.814491
3159,-73.912464,40.814497
3159,-73.912433,40.814562
3159,-73.912395,40.814551
3159,-73.912378,40.814587
3159,-73.912166,40.814529
3159,-73.912104,40.814658
3159,-73.912389,40.814736
3159,-73.912367,40.814783
3159,-73.9124,40.814792
3160,-73.91061,40.815164
3160,-73.910756,40.815188
3160,-73.910688,40.815428
3160,-73.910542,40.815404
3160,-73.91061,40.815164
3161,-73.906636,40.820554
3161,-73.906678,40.820426
3161,-73.906868,40.820461
3161,-73.906826,40.820589
3161,-73.906636,40.820554
3162,-73.903997,40.820835
3162,-73.904176,40.820876
3162,-73.904149,40.820947
3162,-73.904307,40.820983
3162,-73.904254,40.821117
3162,-73.903916,40.82104
3162,-73.903997,40.820835
3163,-73.900365,40.821188
3163,-73.90032,40.821315
3163,-73.89994,40.821237
3163,-73.899995,40.821083
3163,-73.900103,40.821106
3163,-73.900093,40.821132
3163,-73.900365,40.821188
3164,-73.887266,40.824211
3164,-73.887569,40.824203
3164,-73.887574,40.82432
3164,-73.887272,40.824328
3164,-73.887266,40.824211
3165,-73.885034,40.830166
3165,-73.885016,40.830423
3165,-73.884781,40.830414
3165,-73.884781,40.830418
3165,-73.884686,40.830414
3165,-73.884704,40.830152
3165,-73.885034,40.830166
3166,-73.879894,40.824826
3166,-73.879839,40.824832
3166,-73.879829,40.824776
3166,-73.88004,40.824754
3166,-73.880136,40.82529
3166,-73.87998,40.825306
3166,-73.879894,40.824826
3167,-73.875993,40.825383
3167,-73.876015,40.825492
3167,-73.875713,40.825526
3167,-73.875691,40.825417
3167,-73.875993,40.825383
3168,-73.883057,40.829063
3168,-73.883057,40.829177
3168,-73.882893,40.829177
3168,-73.882893,40.829063
3168,-73.883057,40.829063
3169,-73.886778,40.818368
3169,-73.886657,40.818384
3169,-73.886632,40.818273
3169,-73.886753,40.818257
3169,-73.886778,40.818368
3170,-73.8693088247078,40.8328308464107
3170,-73.869342,40.832827
3170,-73.869364,40.832932
3170,-73.8693052809977,40.8329389295717
3170,-73.8693088247078,40.8328308464107
3171,-73.869649,40.834282
3171,-73.869661,40.834348
3171,-73.869412,40.834375
3171,-73.869399,40.83431
3171,-73.869649,40.834282
3172,-73.8692564262295,40.834429
3172,-73.869334,40.834429
3172,-73.869334,40.8345
3172,-73.8692540983607,40.8345
3172,-73.8692564262295,40.834429
3173,-73.871469,40.835102
3173,-73.871124,40.835137
3173,-73.871102,40.835013
3173,-73.871386,40.834984
3173,-73.871399,40.835054
3173,-73.871459,40.835048
3173,-73.871469,40.835102
3174,-73.91289,40.806154
3174,-73.913015,40.805922
3174,-73.913238,40.805991
3174,-73.913113,40.806223
3174,-73.91289,40.806154
3175,-73.91239,40.807305
3175,-73.912271,40.807557
3175,-73.911969,40.807475
3175,-73.912024,40.807359
3175,-73.912083,40.807374
3175,-73.912094,40.807351
3175,-73.912037,40.807336
3175,-73.91209,40.807223
3175,-73.91239,40.807305
3176,-73.914791,40.811367
3176,-73.91501,40.811435
3176,-73.914871,40.81169
3176,-73.914652,40.811622
3176,-73.914791,40.811367
3177,-73.915157,40.811529
3177,-73.915255,40.81156
3177,-73.91513,40.811782
3177,-73.915033,40.811751
3177,-73.915157,40.811529
3178,-73.914591,40.813542
3178,-73.914319,40.813458
3178,-73.914377,40.813351
3178,-73.914648,40.813435
3178,-73.914591,40.813542
3179,-73.90875,40.804759
3179,-73.909074,40.804274
3179,-73.910287,40.804738
3179,-73.910249,40.804795
3179,-73.910384,40.804846
3179,-73.91025,40.805047
3179,-73.910187,40.805023
3179,-73.910156,40.805069
3179,-73.910091,40.805044
3179,-73.910027,40.80514
3179,-73.909963,40.805115
3179,-73.909906,40.805201
3179,-73.90875,40.804759
3180,-73.886486,40.806668
3180,-73.88682,40.806626
3180,-73.886877,40.806887
3180,-73.887054,40.806864
3180,-73.886995,40.806595
3180,-73.887176,40.806572
3180,-73.88728,40.807043
3180,-73.886935,40.807087
3180,-73.88695,40.807153
3180,-73.887322,40.807106
3180,-73.887501,40.807922
3180,-73.887164,40.807964
3180,-73.887136,40.807837
3180,-73.886753,40.807885
3180,-73.886486,40.806668
3181,-73.89021,40.808562
3181,-73.890623,40.808503
3181,-73.890638,40.80856
3181,-73.890225,40.80862
3181,-73.89021,40.808562
3182,-73.88484,40.810808
3182,-73.884771,40.810824
3182,-73.884728,40.810718
3182,-73.884797,40.810702
3182,-73.88484,40.810808
3183,-73.886476,40.810304
3183,-73.887033,40.810232
3183,-73.887216,40.811034
3183,-73.887382,40.811013
3183,-73.887507,40.811559
3183,-73.887272,40.811589
3183,-73.887317,40.811786
3183,-73.887213,40.8118
3183,-73.887228,40.811867
3183,-73.886871,40.811913
3183,-73.886852,40.811831
3183,-73.887201,40.811785
3183,-73.887178,40.811681
3183,-73.886886,40.811719
3183,-73.886879,40.811689
3183,-73.886793,40.8117
3183,-73.886476,40.810304
3184,-73.918794,40.85079
3184,-73.918862,40.850748
3184,-73.918917,40.850798
3184,-73.91885,40.85084
3184,-73.918794,40.85079
3185,-73.912599,40.847697
3185,-73.912681,40.847568
3185,-73.912867,40.847636
3185,-73.912785,40.847765
3185,-73.912599,40.847697
3186,-73.91299,40.851181
3186,-73.913038,40.851029
3186,-73.913271,40.851071
3186,-73.913246,40.851153
3186,-73.913234,40.851151
3186,-73.913212,40.851221
3186,-73.91299,40.851181
3187,-73.907109,40.852062
3187,-73.906771,40.852464
3187,-73.906692,40.852427
3187,-73.906428,40.85274
3187,-73.906207,40.852634
3187,-73.906341,40.852475
3187,-73.906398,40.852503
3187,-73.906531,40.852344
3187,-73.906505,40.852331
3187,-73.906845,40.851927
3187,-73.906971,40.851988
3187,-73.906868,40.85211
3187,-73.9069,40.852126
3187,-73.906999,40.852009
3187,-73.907109,40.852062
3188,-73.90304,40.851505
3188,-73.903263,40.851547
3188,-73.903262,40.851549
3188,-73.903479,40.85159
3188,-73.903447,40.851687
3188,-73.903383,40.851675
3188,-73.903353,40.851763
3188,-73.903276,40.851749
3188,-73.903239,40.851863
3188,-73.902941,40.851806
3188,-73.90304,40.851505
3189,-73.888415,40.847804
3189,-73.888286,40.847742
3189,-73.888283,40.847672
3189,-73.888241,40.847722
3189,-73.888175,40.847691
3189,-73.88845,40.847364
3189,-73.88854,40.847408
3189,-73.888548,40.847659
3189,-73.888608,40.847688
3189,-73.888609,40.847717
3189,-73.88856,40.847775
3189,-73.888561,40.847803
3189,-73.888627,40.847835
3189,-73.888658,40.847834
3189,-73.888948,40.84749
3189,-73.888981,40.847489
3189,-73.889029,40.847432
3189,-73.889028,40.847407
3189,-73.888998,40.847393
3189,-73.88909,40.847282
3189,-73.889316,40.847391
3189,-73.889285,40.847426
3189,-73.889236,40.847427
3189,-73.889197,40.847475
3189,-73.889198,40.847512
3189,-73.888797,40.847988
3189,-73.888415,40.847804
3190,-73.92469,40.841517
3190,-73.924602,40.841656
3190,-73.924554,40.841638
3190,-73.923879,40.842702
3190,-73.923672,40.842627
3190,-73.923788,40.842444
3190,-73.923677,40.842403
3190,-73.923665,40.842421
3190,-73.923615,40.842403
3190,-73.923732,40.842218
3190,-73.923805,40.842245
3190,-73.9242,40.841623
3190,-73.924217,40.84163
3190,-73.924364,40.841399
3190,-73.92469,40.841517
3191,-73.931431,40.830883
3191,-73.931368,40.831002
3191,-73.93073,40.830808
3191,-73.930793,40.83069
3191,-73.931431,40.830883
3192,-73.916302,40.830272
3192,-73.916243,40.830373
3192,-73.916019,40.830299
3192,-73.916077,40.830198
3192,-73.916302,40.830272
3193,-73.916957,40.817532
3193,-73.916957,40.817564
3193,-73.916855,40.817818
3193,-73.916809,40.817857
3193,-73.916699,40.818133
3193,-73.916191,40.818017
3193,-73.916222,40.81794
3193,-73.916268,40.81794
3193,-73.916291,40.817881
3193,-73.916247,40.817871
3193,-73.9163,40.817738
3193,-73.9163,40.817713
3193,-73.916258,40.817684
3193,-73.916222,40.817684
3193,-73.916062,40.817648
3193,-73.916057,40.817648
3193,-73.916037,40.817665
3193,-73.916016,40.817718
3193,-73.916016,40.817884
3193,-73.915967,40.817873
3193,-73.915943,40.817933
3193,-73.915464,40.817824
3193,-73.915471,40.817807
3193,-73.916048,40.817324
3193,-73.916957,40.817532
3194,-73.9316,40.80991
3194,-73.931776,40.809781
3194,-73.932411,40.810276
3194,-73.93236,40.810313
3194,-73.932411,40.810353
3194,-73.932286,40.810445
3194,-73.9316,40.80991
3195,-73.920271,40.810787
3195,-73.920343,40.810681
3195,-73.920866,40.810883
3195,-73.920789,40.810998
3195,-73.920655,40.810946
3195,-73.920631,40.810981
3195,-73.920463,40.810916
3195,-73.920492,40.810873
3195,-73.920271,40.810787
3196,-73.913234,40.843561
3196,-73.913431,40.843238
3196,-73.913522,40.84327
3196,-73.913524,40.843294
3196,-73.913744,40.84328
3196,-73.913781,40.843312
3196,-73.913788,40.843378
3196,-73.91378,40.843392
3196,-73.913834,40.843388
3196,-73.913855,40.843396
3196,-73.913869,40.843529
3196,-73.913828,40.843532
3196,-73.913798,40.843552
3196,-73.913895,40.843586
3196,-73.913952,40.843583
3196,-73.914,40.843598
3196,-73.913836,40.843866
3196,-73.913494,40.843746
3196,-73.913474,40.84376
3196,-73.913417,40.843741
3196,-73.913414,40.843712
3196,-73.913234,40.843561
3197,-73.9071,40.844023
3197,-73.907093,40.844133
3197,-73.906864,40.844124
3197,-73.906871,40.844015
3197,-73.9071,40.844023
3198,-73.905803,40.846049
3198,-73.90581,40.84586
3198,-73.905989,40.845864
3198,-73.905984,40.846003
3198,-73.906065,40.846005
3198,-73.906063,40.846055
3198,-73.905803,40.846049
3199,-73.913943,40.846608
3199,-73.913993,40.846548
3199,-73.914139,40.846618
3199,-73.914089,40.846678
3199,-73.913943,40.846608
3200,-73.900024,40.83859
3200,-73.89996,40.838738
3200,-73.900012,40.838764
3200,-73.899931,40.838951
3200,-73.899878,40.838969
3200,-73.899841,40.839056
3200,-73.899725,40.839027
3200,-73.899715,40.839039
3200,-73.899799,40.83908
3200,-73.899768,40.839152
3200,-73.899623,40.839117
3200,-73.899595,40.839149
3200,-73.899557,40.839237
3200,-73.89954,40.839255
3200,-73.899488,40.839374
3200,-73.899177,40.839297
3200,-73.899228,40.839177
3200,-73.899324,40.839201
3200,-73.899338,40.839171
3200,-73.899278,40.839141
3200,-73.899397,40.838865
3200,-73.899635,40.838924
3200,-73.899681,40.838817
3200,-73.899487,40.838769
3200,-73.899623,40.838454
3200,-73.899913,40.838597
3200,-73.899938,40.838568
3200,-73.900024,40.83859
3201,-73.899854,40.839687
3201,-73.899157,40.840896
3201,-73.898761,40.840765
3201,-73.898837,40.840632
3201,-73.899055,40.840704
3201,-73.899596,40.839764
3201,-73.899455,40.839718
3201,-73.899327,40.839939
3201,-73.898892,40.839796
3201,-73.898975,40.839653
3201,-73.89907,40.839684
3201,-73.899045,40.839727
3201,-73.899264,40.839799
3201,-73.899355,40.83964
3201,-73.899134,40.839567
3201,-73.899105,40.839618
3201,-73.899012,40.839588
3201,-73.899099,40.839438
3201,-73.899854,40.839687
3202,-73.902196,40.845959
3202,-73.902421,40.846026
3202,-73.902393,40.846078
3202,-73.902168,40.846011
3202,-73.902196,40.845959
3203,-73.900419,40.830633
3203,-73.900548,40.830731
3203,-73.900467,40.830792
3203,-73.900338,40.830693
3203,-73.900419,40.830633
3204,-73.898011,40.832091
3204,-73.897988,40.831917
3204,-73.898208,40.831901
3204,-73.898223,40.83202
3204,-73.898104,40.832029
3204,-73.898112,40.832084
3204,-73.898011,40.832091
3205,-73.902375,40.833065
3205,-73.902618,40.833115
3205,-73.902591,40.83319
3205,-73.902348,40.833139
3205,-73.902375,40.833065
3206,-73.900372,40.837538
3206,-73.900926,40.837695
3206,-73.900882,40.837783
3206,-73.900206,40.837592
3206,-73.900524,40.836947
3206,-73.900647,40.836982
3206,-73.900372,40.837538
3207,-73.901174,40.838393
3207,-73.901605,40.838525
3207,-73.901459,40.838797
3207,-73.901309,40.838751
3207,-73.901172,40.839007
3207,-73.900891,40.83892
3207,-73.901174,40.838393
3208,-73.889388,40.840035
3208,-73.889285,40.840164
3208,-73.888959,40.840014
3208,-73.888931,40.840048
3208,-73.888661,40.839925
3208,-73.888769,40.839791
3208,-73.889052,40.839921
3208,-73.889075,40.839892
3208,-73.889388,40.840035
3209,-73.893738,40.844277
3209,-73.893621,40.844395
3209,-73.893381,40.844258
3209,-73.893498,40.84414
3209,-73.893738,40.844277
3210,-73.889795,40.845503
3210,-73.889956,40.845571
3210,-73.889776,40.845815
3210,-73.889615,40.845747
3210,-73.889795,40.845503
3211,-73.882971,40.844112
3211,-73.882863,40.844244
3211,-73.882723,40.844178
3211,-73.882832,40.844046
3211,-73.882971,40.844112
3212,-73.891275,40.834739
3212,-73.891233,40.834809
3212,-73.891065,40.834752
3212,-73.891106,40.834682
3212,-73.891275,40.834739
3213,-73.893049,40.835078
3213,-73.892958,40.8351
3213,-73.892904,40.834971
3213,-73.892996,40.834949
3213,-73.893049,40.835078
3214,-73.875777,40.830936
3214,-73.875486,40.830971
3214,-73.875463,40.830858
3214,-73.875753,40.830823
3214,-73.875777,40.830936
3215,-73.875751,40.832086
3215,-73.876042,40.832054
3215,-73.876066,40.832174
3215,-73.875775,40.832206
3215,-73.875751,40.832086
3216,-73.877413,40.8326
3216,-73.877231,40.831659
3216,-73.877479,40.831631
3216,-73.877551,40.832005
3216,-73.877938,40.831962
3216,-73.878044,40.832507
3216,-73.87786,40.832528
3216,-73.877868,40.832567
3216,-73.877767,40.832579
3216,-73.877764,40.832561
3216,-73.877413,40.8326
3217,-73.913135,40.822907
3217,-73.913194,40.822766
3217,-73.913099,40.822744
3217,-73.91315,40.822622
3217,-73.913515,40.822709
3217,-73.9135,40.822746
3217,-73.913585,40.822767
3217,-73.913535,40.822887
3217,-73.913433,40.822862
3217,-73.913389,40.822967
3217,-73.913135,40.822907
3218,-73.909875,40.824949
3218,-73.910213,40.825035
3218,-73.910155,40.825166
3218,-73.909817,40.825079
3218,-73.909875,40.824949
3219,-73.907207,40.825138
3219,-73.907576,40.825214
3219,-73.907575,40.825218
3219,-73.907202,40.8256
3219,-73.907135,40.825586
3219,-73.907005,40.82572
3219,-73.906874,40.825693
3219,-73.906902,40.825614
3219,-73.906855,40.825604
3219,-73.906829,40.825676
3219,-73.906684,40.825646
3219,-73.906801,40.825321
3219,-73.906778,40.825316
3219,-73.90687,40.825061
3219,-73.907032,40.825094
3219,-73.906926,40.825389
3219,-73.907018,40.825408
3219,-73.907043,40.825383
3219,-73.907114,40.825397
3219,-73.907207,40.825138
3220,-73.90768,40.828958
3220,-73.907647,40.829021
3220,-73.90757,40.828998
3220,-73.907604,40.828935
3220,-73.90768,40.828958
3221,-73.912748,40.829392
3221,-73.912706,40.829478
3221,-73.912403,40.829392
3221,-73.912483,40.829231
3221,-73.912676,40.829286
3221,-73.912638,40.829361
3221,-73.912748,40.829392
3222,-73.897549,40.822998
3222,-73.897549,40.822927
3222,-73.897747,40.822927
3222,-73.897747,40.822998
3222,-73.897549,40.822998
3223,-73.897716,40.823134
3223,-73.897707,40.823417
3223,-73.89752,40.823717
3223,-73.897338,40.823652
3223,-73.897385,40.823577
3223,-73.897409,40.823577
3223,-73.897482,40.82346
3223,-73.897404,40.823433
3223,-73.897354,40.823432
3223,-73.897342,40.823428
3223,-73.897262,40.823426
3223,-73.897222,40.823491
3223,-73.897214,40.823756
3223,-73.897064,40.823754
3223,-73.897073,40.823466
3223,-73.89714,40.823467
3223,-73.897144,40.823347
3223,-73.897044,40.823345
3223,-73.897055,40.823001
3223,-73.897377,40.823006
3223,-73.897373,40.823128
3223,-73.897716,40.823134
3224,-73.896678,40.824339
3224,-73.896676,40.824481
3224,-73.896644,40.824481
3224,-73.896643,40.824561
3224,-73.896569,40.824561
3224,-73.896567,40.824678
3224,-73.896644,40.824679
3224,-73.896641,40.824825
3224,-73.896568,40.824825
3224,-73.896566,40.824942
3224,-73.896636,40.824943
3224,-73.896634,40.825027
3224,-73.896428,40.825025
3224,-73.896432,40.824755
3224,-73.896376,40.824755
3224,-73.896377,40.824679
3224,-73.896434,40.824679
3224,-73.896438,40.824467
3224,-73.896356,40.824466
3224,-73.896358,40.824356
3224,-73.896588,40.824358
3224,-73.896589,40.824338
3224,-73.896678,40.824339
3225,-73.9044,40.826896
3225,-73.904492,40.826654
3225,-73.905034,40.826773
3225,-73.904942,40.827015
3225,-73.9044,40.826896
3226,-73.901969,40.829997
3226,-73.902058,40.830053
3226,-73.902039,40.830071
3226,-73.902308,40.830238
3226,-73.90222,40.83032
3226,-73.902086,40.830237
3226,-73.902057,40.830263
3226,-73.902186,40.830343
3226,-73.902105,40.830418
3226,-73.901831,40.830247
3226,-73.9018,40.830276
3226,-73.901979,40.830387
3226,-73.901727,40.830619
3226,-73.901468,40.830458
3226,-73.901969,40.829997
3227,-73.913419,40.814024
3227,-73.913402,40.814058
3227,-73.913505,40.814087
3227,-73.913413,40.814274
3227,-73.913169,40.814205
3227,-73.913278,40.813984
3227,-73.913419,40.814024
3228,-73.909323,40.818237
3228,-73.909305,40.81829
3228,-73.909096,40.81825
3228,-73.909114,40.818197
3228,-73.909323,40.818237
3229,-73.912925,40.820613
3229,-73.913128,40.820244
3229,-73.913331,40.820308
3229,-73.913129,40.820677
3229,-73.912925,40.820613
3230,-73.912285,40.82219
3230,-73.912326,40.822106
3230,-73.912387,40.822124
3230,-73.912412,40.822074
3230,-73.912357,40.822058
3230,-73.912395,40.821982
3230,-73.912592,40.822037
3230,-73.912489,40.822248
3230,-73.912285,40.82219
3231,-73.899468,40.817197
3231,-73.899371,40.817281
3231,-73.899233,40.817189
3231,-73.89933,40.817105
3231,-73.899468,40.817197
3232,-73.903951,40.817902
3232,-73.903734,40.81789
3232,-73.903729,40.817947
3232,-73.903654,40.817943
3232,-73.903676,40.817719
3232,-73.903967,40.817735
3232,-73.903951,40.817902
3233,-73.895661,40.818556
3233,-73.895233,40.819001
3233,-73.89512,40.81894
3233,-73.895591,40.81845
3233,-73.895735,40.81853
3233,-73.895693,40.818573
3233,-73.895661,40.818556
3234,-73.884348,40.830431
3234,-73.884405,40.830028
3234,-73.88456,40.830041
3234,-73.884502,40.830443
3234,-73.884348,40.830431
3235,-73.874624,40.822874
3235,-73.874658,40.823059
3235,-73.874547,40.823071
3235,-73.874513,40.822886
3235,-73.874624,40.822874
3236,-73.875544,40.824744
3236,-73.875831,40.824707
3236,-73.875856,40.824819
3236,-73.87557,40.824856
3236,-73.875544,40.824744
3237,-73.875819,40.825955
3237,-73.876117,40.825927
3237,-73.876127,40.825987
3237,-73.876135,40.825986
3237,-73.876157,40.826114
3237,-73.876079,40.826121
3237,-73.876084,40.826151
3237,-73.876183,40.826142
3237,-73.876202,40.826253
3237,-73.87588,40.826285
3237,-73.875863,40.826183
3237,-73.87595,40.826174
3237,-73.875944,40.826138
3237,-73.875851,40.826147
3237,-73.875819,40.825955
3238,-73.881646,40.826398
3238,-73.881906,40.826366
3238,-73.881929,40.826475
3238,-73.881669,40.826507
3238,-73.881646,40.826398
3239,-73.880217,40.829557
3239,-73.879991,40.829583
3239,-73.879962,40.829436
3239,-73.880096,40.829421
3239,-73.88009,40.829389
3239,-73.87994,40.829406
3239,-73.879925,40.829326
3239,-73.880066,40.82931
3239,-73.880061,40.829282
3239,-73.879908,40.829299
3239,-73.879849,40.828996
3239,-73.880101,40.828968
3239,-73.880217,40.829557
3240,-73.878787,40.829469
3240,-73.87881,40.829578
3240,-73.878582,40.829605
3240,-73.878559,40.829496
3240,-73.878787,40.829469
3241,-73.871183,40.833465
3241,-73.87144,40.833436
3241,-73.871463,40.833556
3241,-73.871206,40.833584
3241,-73.871183,40.833465
3242,-73.8695216184755,40.8263406364984
3242,-73.869636,40.826326
3242,-73.869621,40.826262
3242,-73.869745,40.826246
3242,-73.869759,40.826307
3242,-73.86997,40.82628
3242,-73.869991,40.826376
3242,-73.869781,40.826402
3242,-73.869797,40.826475
3242,-73.869673,40.826491
3242,-73.869656,40.826416
3242,-73.8695185924019,40.8264329317419
3242,-73.8695216184755,40.8263406364984
3243,-73.870249,40.828582
3243,-73.870057,40.828602
3243,-73.869938,40.827949
3243,-73.87013,40.827929
3243,-73.870249,40.828582
3244,-73.908084,40.806271
3244,-73.907354,40.80652
3244,-73.907038,40.806343
3244,-73.907952,40.805409
3244,-73.908097,40.80549
3244,-73.907993,40.8055
3244,-73.908398,40.805727
3244,-73.908403,40.805757
3244,-73.90843,40.805801
3244,-73.908531,40.805858
3244,-73.908561,40.805908
3244,-73.908568,40.805952
3244,-73.908587,40.805983
3244,-73.908594,40.806025
3244,-73.908581,40.806029
3244,-73.908371,40.80605
3244,-73.908326,40.806025
3244,-73.908299,40.806027
3244,-73.908153,40.806177
3244,-73.908156,40.806196
3244,-73.908084,40.806271
3245,-73.903783,40.803835
3245,-73.904118,40.803885
3245,-73.904051,40.804139
3245,-73.903716,40.804089
3245,-73.903783,40.803835
3246,-73.90279,40.804537
3246,-73.902815,40.804485
3246,-73.902894,40.804407
3246,-73.902893,40.80438
3246,-73.902918,40.804355
3246,-73.902941,40.804354
3246,-73.903009,40.804325
3246,-73.903244,40.804092
3246,-73.903304,40.804109
3246,-73.903336,40.804095
3246,-73.903352,40.804063
3246,-73.903321,40.804045
3246,-73.903347,40.80399
3246,-73.903385,40.803974
3246,-73.90346,40.804018
3246,-73.903424,40.804091
3246,-73.903441,40.804113
3246,-73.903461,40.80413
3246,-73.903492,40.804129
3246,-73.903495,40.804133
3246,-73.903566,40.804174
3246,-73.903519,40.804272
3246,-73.903556,40.804323
3246,-73.90356,40.804384
3246,-73.903605,40.80441
3246,-73.903682,40.804432
3246,-73.903755,40.80453
3246,-73.903744,40.804554
3246,-73.903746,40.804599
3246,-73.903433,40.804909
3246,-73.90279,40.804537
3247,-73.890245,40.809918
3247,-73.890211,40.809743
3247,-73.890484,40.809712
3247,-73.890507,40.80983
3247,-73.890361,40.809847
3247,-73.890372,40.809903
3247,-73.890245,40.809918
3248,-73.876922,40.809019
3248,-73.876929,40.809054
3248,-73.876821,40.809067
3248,-73.876814,40.809031
3248,-73.876922,40.809019
3249,-73.88277,40.803131
3249,-73.882787,40.803192
3249,-73.882726,40.803202
3249,-73.88271,40.803141
3249,-73.88277,40.803131
3250,-73.916981,40.856775
3250,-73.916877,40.857185
3250,-73.916499,40.85713
3250,-73.916529,40.857013
3250,-73.916686,40.857036
3250,-73.916697,40.856992
3250,-73.916719,40.856995
3250,-73.916738,40.856918
3250,-73.916491,40.856883
3250,-73.916471,40.85696
3250,-73.916358,40.856944
3250,-73.916374,40.85688
3250,-73.916312,40.856871
3250,-73.916344,40.856745
3250,-73.916411,40.856755
3250,-73.916428,40.856689
3250,-73.916596,40.856713
3250,-73.916578,40.856784
3250,-73.916707,40.856802
3250,-73.916724,40.856737
3250,-73.916981,40.856775
3251,-73.90568,40.856533
3251,-73.905775,40.85636
3251,-73.905852,40.856384
3251,-73.905757,40.856557
3251,-73.90568,40.856533
3252,-73.915256,40.847493
3252,-73.914948,40.848005
3252,-73.914655,40.847905
3252,-73.91483,40.847615
3252,-73.914952,40.847657
3252,-73.914923,40.847705
3252,-73.914982,40.847725
3252,-73.915072,40.847575
3252,-73.915022,40.847558
3252,-73.915,40.847594
3252,-73.914897,40.847559
3252,-73.914991,40.847402
3252,-73.915256,40.847493
3253,-73.914293,40.852815
3253,-73.914246,40.852858
3253,-73.914038,40.852728
3253,-73.914085,40.852685
3253,-73.914293,40.852815
3254,-73.915352,40.85487
3254,-73.915552,40.854903
3254,-73.915533,40.854971
3254,-73.915332,40.854938
3254,-73.915352,40.85487
3255,-73.908921,40.855344
3255,-73.90914,40.855052
3255,-73.90913,40.855044
3255,-73.909333,40.854772
3255,-73.909447,40.854696
3255,-73.909431,40.854682
3255,-73.909455,40.85465
3255,-73.909482,40.854632
3255,-73.909531,40.854653
3255,-73.909637,40.854512
3255,-73.909538,40.854428
3255,-73.909559,40.854401
3255,-73.909437,40.854348
3255,-73.909414,40.854363
3255,-73.909385,40.854402
3255,-73.909246,40.854342
3255,-73.909389,40.854153
3255,-73.909446,40.854177
